id,unit,topic,topicTitle,stimulusType,stimulusText,stimulusImageUrl,stimulusImageAlt,stimulusSource,question,choiceA,choiceB,choiceC,choiceD,answer,explanation
9.7-ev3,9,9.7,9.7 Resistance to Globalization,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to anti-globalization politics",,,,Which of the following was an important long-term effect of sovereignty-centered backlash?,state legitimacy through institutions,caravanserai-supported Silk Road trade,sovereignty-centered backlash,Pax Mongolica connectivity,2,Critics linked globalization to identity loss and economic insecurity. This development had durable long-term consequences.
9.7-ev4,9,9.7,9.7 Resistance to Globalization,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,sovereignty-centered backlash,3,Critics linked globalization to identity loss and economic insecurity. Historians use visual evidence like this to support broader process arguments.
9.7-ev5,9,9.7,9.7 Resistance to Globalization,none,,,,,Which claim is best supported by historical evidence from 9.7 Resistance to Globalization?,sovereignty-centered backlash,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Critics linked globalization to identity loss and economic insecurity. This is the most historically defensible claim supported by the evidence.
9.8-ev1,9,9.8,9.8 Institutions in a Globalized World,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in global governance",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in global governance?",multilateral institutional coordination,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,International institutions addressed cross-border crises. This evidence aligns with institutional change in global governance.
9.8-ev2,9,9.8,9.8 Institutions in a Globalized World,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,multilateral institutional coordination,Great Zimbabwe trade networks,manorial and feudal ties,1,International institutions addressed cross-border crises. The image context points most directly to this process.
9.8-ev3,9,9.8,9.8 Institutions in a Globalized World,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to global governance",,,,Which of the following was an important long-term effect of multilateral institutional coordination?,state legitimacy through institutions,caravanserai-supported Silk Road trade,multilateral institutional coordination,Pax Mongolica connectivity,2,International institutions addressed cross-border crises. This development had durable long-term consequences.
9.8-ev4,9,9.8,9.8 Institutions in a Globalized World,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,multilateral institutional coordination,3,International institutions addressed cross-border crises. Historians use visual evidence like this to support broader process arguments.
9.8-ev5,9,9.8,9.8 Institutions in a Globalized World,none,,,,,Which claim is best supported by historical evidence from 9.8 Institutions in a Globalized World?,multilateral institutional coordination,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,International institutions addressed cross-border crises. This is the most historically defensible claim supported by the evidence.
9.9-ev1,9,9.9,9.9 Continuity and Change in a Globalized World,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in continuity and change in globalization",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in continuity and change in globalization?",integration with persistent inequality,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Connectivity expanded alongside enduring disparities. This evidence aligns with institutional change in continuity and change in globalization.
9.9-ev2,9,9.9,9.9 Continuity and Change in a Globalized World,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Container_Ship.jpg,Container ship photograph,https://commons.wikimedia.org/wiki/File:Container_Ship.jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,integration with persistent inequality,Great Zimbabwe trade networks,manorial and feudal ties,1,Connectivity expanded alongside enduring disparities. The image context points most directly to this process.
9.9-ev3,9,9.9,9.9 Continuity and Change in a Globalized World,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to continuity and change in globalization",,,,Which of the following was an important long-term effect of integration with persistent inequality?,state legitimacy through institutions,caravanserai-supported Silk Road trade,integration with persistent inequality,Pax Mongolica connectivity,2,Connectivity expanded alongside enduring disparities. This development had durable long-term consequences.
